Pos_encoded,R2,RMSE,Position
3,0.4630087548032713,2.3263362006487482,LW
0,0.80240013397793,1.2336577752970328,C
1,0.7332383698221505,1.4502895544216698,D
4,0.4765337613151608,1.3431312730981197,RW
